MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,BW_HomeWinOdds,BW_DrawOdds,BW_AwayWinOdds,Pinnacle_HomeWinOdds,Pinnacle_DrawOdds,Pinnacle_AwayWinOdds,Bet365_CloseHomeWinOdds,Bet365_CloseDrawOdds,Bet365_CloseAwayWinOdds,Pinnacle_CloseHomeWinOdds,Pinnacle_CloseDrawOdds,Pinnacle_CloseAwayWinOdds,Season
2025-08-24,Lorient,Rennes,4,0,H,1,0,H,22,5,7,1,18,7,3,2,6,0,0,2,2.8,3.3,2.55,2.75,3.3,2.5,2.84,3.3,2.64,2.75,3.3,2.55,2.8,3.35,2.68,2025-26
2025-08-24,Le Havre,Lens,1,2,A,1,2,A,18,6,6,3,17,16,7,0,3,1,0,0,3.75,3.6,1.95,3.7,3.7,1.93,3.99,3.66,1.95,4.2,3.6,1.85,4.42,3.69,1.88,2025-26
2025-08-24,Strasbourg,Nantes,1,0,H,0,0,D,15,9,4,2,11,9,7,6,2,2,0,0,1.75,3.5,5.0,1.8,3.7,4.33,1.78,3.65,4.98,1.75,3.5,5.0,1.79,3.65,5.08,2025-26
2025-08-24,Toulouse,Brest,2,0,H,0,0,D,6,16,3,2,14,10,3,9,0,1,0,0,2.1,3.6,3.3,2.1,3.5,3.4,2.11,3.57,3.57,2.2,3.4,3.25,2.27,3.4,3.4,2025-26
2025-08-24,Lille,Monaco,1,0,H,0,0,D,18,6,1,1,7,14,8,3,1,2,0,0,3.1,3.6,2.2,2.85,3.6,2.3,3.11,3.64,2.29,3.2,3.7,2.15,3.52,3.64,2.13,2025-26
2025-08-29,Lens,Brest,3,1,H,0,1,A,30,9,10,2,7,12,15,1,1,3,0,1,1.85,3.75,4.0,1.87,3.7,4.0,1.88,3.83,4.24,1.91,3.6,3.75,1.98,3.74,3.92,2025-26
2025-08-30,Lorient,Lille,1,7,A,0,0,D,6,20,2,11,14,18,3,8,3,3,0,0,3.4,3.5,2.1,3.3,3.5,2.1,3.44,3.62,2.14,3.3,3.4,2.15,3.4,3.6,2.18,2025-26
2025-08-30,Nantes,Auxerre,1,0,H,1,0,H,4,14,3,4,13,11,3,9,1,3,0,0,2.2,3.4,3.25,2.3,3.2,3.2,2.33,3.27,3.34,2.5,3.3,2.75,2.42,3.23,3.28,2025-26
2025-08-30,Toulouse,Paris SG,3,6,A,1,4,A,14,13,6,8,7,11,5,7,1,0,0,0,8.5,5.25,1.33,8.75,5.25,1.34,8.47,5.48,1.36,8.5,5.25,1.33,8.84,5.63,1.35,2025-26
2025-08-31,Angers,Rennes,1,1,D,0,1,A,10,15,7,7,9,11,1,7,2,2,0,0,3.4,3.5,2.1,3.25,3.4,2.15,3.47,3.53,2.16,4.75,3.5,1.77,4.31,3.6,1.93,2025-26
2025-08-31,Le Havre,Nice,3,1,H,1,0,H,12,7,8,3,13,16,0,5,1,4,0,0,3.6,3.5,2.05,3.5,3.4,2.1,3.64,3.59,2.08,3.1,3.3,2.3,3.47,3.58,2.17,2025-26
2025-08-31,Monaco,Strasbourg,3,2,H,1,0,H,12,12,4,4,13,12,6,5,2,1,0,1,1.55,4.33,5.5,1.55,4.33,5.5,1.56,4.56,5.64,1.42,5.25,6.25,1.55,4.75,5.75,2025-26
2025-08-31,Paris FC,Metz,3,2,H,1,1,D,24,14,9,2,4,8,14,6,1,1,0,1,1.8,3.7,4.33,1.85,3.6,4.2,1.84,3.76,4.43,1.73,4.0,4.5,1.76,3.94,4.78,2025-26
2025-08-31,Lyon,Marseille,1,0,H,0,0,D,17,5,5,2,16,11,9,4,2,2,0,1,2.63,3.6,2.5,2.7,3.7,2.4,2.74,3.75,2.49,2.8,3.4,2.45,2.99,3.48,2.43,2025-26
2025-09-12,Marseille,Lorient,4,0,H,3,0,H,15,4,8,1,18,5,10,0,3,2,0,1,1.38,5.0,7.5,1.36,5.25,7.5,1.39,5.55,7.44,1.36,5.0,8.5,1.36,5.66,8.12,2025-26
2025-09-13,Nice,Nantes,1,0,H,0,0,D,19,14,8,3,16,13,7,4,2,0,0,0,1.67,3.7,5.25,1.68,3.9,4.8,1.71,3.89,5.1,1.53,4.2,6.25,1.57,4.27,6.06,2025-26
2025-09-13,Auxerre,Monaco,1,2,A,0,1,A,9,13,2,3,12,19,5,8,3,6,1,0,5.0,4.33,1.6,4.8,4.33,1.62,5.17,4.55,1.6,5.0,4.5,1.57,4.95,4.63,1.62,2025-26
2025-09-14,Lille,Toulouse,2,1,H,0,0,D,20,9,5,4,12,10,7,6,2,3,0,1,1.75,3.8,4.5,1.8,3.8,4.1,1.78,4.01,4.43,1.85,3.7,4.2,1.88,3.61,4.49,2025-26
2025-09-14,Brest,Paris FC,1,2,A,0,2,A,23,7,8,4,11,10,6,1,0,2,0,1,2.25,3.5,3.1,2.25,3.5,3.0,2.31,3.66,3.05,2.63,3.4,2.6,2.53,3.47,2.91,2025-26
2025-09-14,Metz,Angers,1,1,D,1,0,H,9,11,5,4,10,7,4,3,0,1,0,0,2.25,3.4,3.2,2.25,3.4,3.1,2.35,3.32,3.26,2.25,3.4,3.2,2.23,3.35,3.57,2025-26
2025-09-14,Paris SG,Lens,2,0,H,1,0,H,14,11,6,3,10,8,4,3,1,2,0,0,1.33,5.75,7.5,1.32,6.0,8.0,1.33,5.97,8.28,1.36,5.5,7.0,1.35,5.92,8.11,2025-26
2025-09-14,Strasbourg,Le Havre,1,0,H,0,0,D,9,10,7,1,8,16,4,3,2,2,1,0,1.62,4.0,5.5,1.62,4.1,5.0,1.64,4.27,5.15,1.83,3.7,4.2,1.83,3.84,4.48,2025-26
2025-09-14,Rennes,Lyon,3,1,H,0,1,A,23,8,5,5,18,13,5,4,2,2,0,1,2.63,3.6,2.55,2.7,3.5,2.5,2.71,3.61,2.58,2.55,3.3,2.8,2.45,3.53,2.97,2025-26
2025-09-19,Lyon,Angers,1,0,H,0,0,D,16,10,5,2,16,10,7,4,2,2,0,0,1.44,4.33,7.0,1.46,4.5,6.5,1.47,4.63,6.93,1.48,4.5,6.5,1.46,4.72,7.24,2025-26
2025-09-20,Nantes,Rennes,2,2,D,0,2,A,16,8,4,4,14,18,4,4,3,1,0,0,3.5,3.4,2.1,3.4,3.4,2.15,3.69,3.47,2.11,4.1,3.5,1.91,3.56,3.45,2.18,2025-26
2025-09-20,Brest,Nice,4,1,H,2,1,H,11,21,5,4,17,11,2,7,1,3,0,0,2.63,3.5,2.6,2.6,3.6,2.5,2.75,3.59,2.56,3.0,3.6,2.3,3.24,3.66,2.24,2025-26
2025-09-20,Lens,Lille,3,0,H,2,0,H,15,17,6,3,17,11,4,10,1,3,0,0,2.38,3.5,2.9,2.37,3.5,2.8,2.4,3.49,3.02,2.2,3.5,3.2,2.32,3.55,3.18,2025-26
2025-09-21,Paris FC,Strasbourg,2,3,A,0,1,A,18,8,6,4,11,10,4,2,1,5,0,0,2.35,3.5,2.9,2.37,3.5,2.8,2.45,3.44,3.0,2.35,3.4,3.0,2.39,3.5,3.09,2025-26
2025-09-21,Auxerre,Toulouse,1,0,H,1,0,H,6,13,1,3,12,20,3,4,1,6,1,0,2.75,3.2,2.7,2.65,3.3,2.6,2.79,3.27,2.72,3.4,3.3,2.2,3.6,3.16,2.31,2025-26
2025-09-21,Le Havre,Lorient,1,1,D,0,1,A,13,8,2,4,20,15,6,2,3,6,0,0,2.25,3.5,3.1,2.25,3.4,3.1,2.31,3.49,3.18,2.0,3.4,3.8,2.14,3.35,3.81,2025-26
2025-09-21,Monaco,Metz,5,2,H,1,1,D,16,8,6,3,15,6,4,5,1,0,0,0,1.27,6.0,10.0,1.27,6.0,9.75,1.27,6.55,9.38,1.3,5.75,8.5,1.33,5.93,8.93,2025-26
2025-09-22,Marseille,Paris SG,1,0,H,1,0,H,9,12,2,5,16,7,5,3,3,0,0,0,3.7,4.1,1.9,3.5,3.9,1.93,3.73,3.98,1.94,4.0,3.8,1.85,4.26,4.08,1.81,2025-26
2025-09-26,Strasbourg,Marseille,1,2,A,0,0,D,9,16,1,9,13,15,5,4,2,4,0,0,3.6,3.6,2.0,3.5,3.6,2.0,3.76,3.78,2.01,3.2,3.5,2.2,3.39,3.61,2.19,2025-26
2025-09-27,Lorient,Monaco,3,1,H,1,0,H,19,5,8,2,10,11,2,4,2,3,0,1,5.5,4.1,1.6,4.8,4.33,1.63,5.28,4.36,1.62,3.8,3.7,1.91,4.04,3.95,1.88,2025-26
2025-09-27,Toulouse,Nantes,2,2,D,0,1,A,20,12,7,2,18,12,1,4,2,3,0,0,1.7,3.5,5.5,1.73,3.6,4.8,1.7,3.8,5.4,1.7,3.6,5.25,1.85,3.61,4.73,2025-26
2025-09-27,Paris SG,Auxerre,2,0,H,1,0,H,15,12,8,3,17,10,5,5,1,2,0,0,1.14,8.0,15.0,1.16,8.5,15.5,1.16,9.23,14.84,1.2,7.0,13.0,1.18,8.41,14.62,2025-26
2025-09-28,Nice,Paris FC,1,1,D,1,0,H,11,13,5,3,14,14,5,5,1,1,0,0,1.85,3.75,4.0,1.85,3.8,3.8,1.88,3.99,3.96,2.1,3.5,3.3,1.91,3.85,4.09,2025-26
2025-09-28,Angers,Brest,0,2,A,0,2,A,11,7,2,3,13,13,11,4,1,1,0,0,3.1,3.25,2.38,3.0,3.3,2.37,3.08,3.43,2.4,3.3,3.0,2.38,3.32,3.11,2.47,2025-26
2025-09-28,Lille,Lyon,0,1,A,0,1,A,14,5,3,2,20,24,3,4,4,4,1,0,2.25,3.4,3.2,2.25,3.5,3.1,2.26,3.49,3.28,2.25,3.3,3.2,2.35,3.54,3.12,2025-26
2025-09-28,Metz,Le Havre,0,0,D,0,0,D,7,11,0,2,16,16,4,6,2,2,0,0,2.7,3.2,2.7,2.6,3.4,2.65,2.67,3.46,2.7,2.55,3.25,2.8,2.69,3.35,2.8,2025-26
2025-09-28,Rennes,Lens,0,0,D,0,0,D,14,13,2,2,16,9,8,4,3,2,0,1,2.5,3.4,2.75,2.4,3.5,2.8,2.54,3.59,2.77,2.63,3.5,2.55,2.61,3.56,2.75,2025-26
2025-10-03,Paris FC,Lorient,2,0,H,2,0,H,10,8,2,3,19,10,1,5,0,2,0,0,1.73,3.9,4.5,1.75,3.9,4.33,1.78,3.98,4.52,1.73,3.8,4.75,1.74,3.95,4.91,2025-26
2025-10-04,Metz,Marseille,0,3,A,0,0,D,4,21,1,9,8,7,4,4,0,0,0,0,6.25,5.0,1.45,6.25,4.6,1.47,6.24,4.71,1.5,5.5,4.1,1.57,6.51,4.55,1.51,2025-26
2025-10-04,Brest,Nantes,0,0,D,0,0,D,17,6,5,0,11,12,12,3,2,1,0,0,1.85,3.75,4.0,1.88,3.6,4.0,1.88,3.76,4.23,1.91,3.6,4.0,1.98,3.56,4.13,2025-26
2025-10-04,Auxerre,Lens,1,2,A,0,1,A,18,7,2,4,10,21,2,2,3,7,0,1,3.6,3.8,1.95,3.6,3.6,1.98,3.79,3.87,1.95,3.4,3.8,2.0,3.6,3.7,2.08,2025-26
2025-10-05,Lyon,Toulouse,1,2,A,1,0,H,13,14,3,4,13,17,8,5,1,3,0,0,1.9,3.7,4.0,1.95,3.6,3.7,1.95,3.81,3.83,2.05,3.4,3.75,2.0,3.57,4.02,2025-26
2025-10-05,Le Havre,Rennes,2,2,D,1,2,A,10,9,2,3,13,9,3,4,1,2,0,0,3.1,3.3,2.35,3.0,3.3,2.35,3.08,3.33,2.45,3.1,3.5,2.2,3.31,3.39,2.32,2025-26
2025-10-05,Monaco,Nice,2,2,D,1,2,A,20,9,6,2,10,9,6,7,1,3,0,1,1.9,3.7,3.9,1.88,3.8,3.75,1.96,3.77,3.86,1.95,3.7,3.7,2.05,3.78,3.61,2025-26
2025-10-05,Strasbourg,Angers,5,0,H,1,0,H,18,5,12,1,12,11,2,5,2,2,0,0,1.67,3.9,5.25,1.65,3.8,5.25,1.71,3.9,5.12,1.73,3.8,4.75,1.78,3.78,4.91,2025-26
2025-10-05,Lille,Paris SG,1,1,D,0,0,D,9,17,3,5,11,12,3,5,1,1,0,0,4.5,3.9,1.75,4.4,3.8,1.75,4.47,3.99,1.78,3.5,3.4,2.05,4.27,3.92,1.85,2025-26
2025-10-17,Paris SG,Strasbourg,3,3,D,1,2,A,21,12,9,7,12,15,4,1,2,1,0,0,1.3,6.0,8.5,1.33,5.75,8.0,1.31,5.83,9.84,1.36,5.0,8.0,1.4,5.25,8.0,2025-26
2025-10-18,Nice,Lyon,3,2,H,2,1,H,5,29,4,7,10,11,1,16,1,2,0,0,2.45,3.4,2.8,2.4,3.5,2.8,2.54,3.54,2.81,2.2,3.5,3.1,2.48,3.55,2.91,2025-26
2025-10-18,Angers,Monaco,1,1,D,0,0,D,16,11,3,4,15,14,10,3,2,2,0,0,5.5,4.0,1.62,5.0,4.1,1.62,5.31,4.23,1.63,5.5,4.0,1.62,5.22,4.02,1.68,2025-26
2025-10-18,Marseille,Le Havre,6,2,H,1,1,D,18,8,11,3,17,13,2,1,2,1,0,1,1.33,5.0,9.0,1.33,5.5,8.5,1.33,5.87,8.66,1.3,5.25,9.5,1.37,5.33,8.82,2025-26
2025-10-19,Lens,Paris FC,2,1,H,1,1,D,11,9,3,3,11,8,11,3,2,2,0,0,1.85,3.75,4.0,1.88,3.6,4.0,1.89,3.9,4.0,1.8,3.9,4.1,1.84,3.83,4.4,2025-26
2025-10-19,Lorient,Brest,3,3,D,1,2,A,12,8,7,4,13,16,5,2,3,2,0,0,2.38,3.25,3.0,2.45,3.4,2.8,2.55,3.55,2.79,2.8,3.2,2.6,2.72,3.37,2.75,2025-26
2025-10-19,Rennes,Auxerre,2,2,D,1,1,D,19,7,7,4,11,15,6,2,1,3,0,0,1.75,3.7,4.75,1.78,3.75,4.4,1.8,3.84,4.53,1.85,3.6,4.2,1.83,3.81,4.56,2025-26
2025-10-19,Toulouse,Metz,4,0,H,2,0,H,16,2,7,2,14,11,5,1,2,1,0,1,1.6,3.8,6.0,1.58,4.1,5.5,1.61,4.12,5.71,1.53,4.2,6.0,1.59,4.14,6.14,2025-26
2025-10-19,Nantes,Lille,0,2,A,0,1,A,8,23,3,5,12,15,5,9,1,4,0,0,4.5,3.6,1.8,4.2,3.6,1.83,4.54,3.86,1.79,5.5,3.9,1.6,5.07,3.85,1.75,2025-26
2025-10-24,Paris FC,Nantes,1,2,A,1,2,A,14,11,3,3,10,13,8,2,3,2,0,0,1.65,4.1,5.0,1.65,4.0,5.0,1.67,4.1,5.31,1.55,4.1,6.0,1.58,4.17,6.29,2025-26
2025-10-25,Brest,Paris SG,0,3,A,0,2,A,8,18,2,8,10,10,2,7,1,1,0,0,7.5,5.5,1.33,8.25,5.5,1.33,8.88,5.61,1.34,7.5,5.5,1.33,8.21,5.41,1.37,2025-26
2025-10-25,Monaco,Toulouse,1,0,H,1,0,H,14,10,5,2,15,18,2,5,3,4,0,0,1.83,3.9,4.0,1.82,3.9,4.0,1.87,4.03,3.96,2.2,3.6,3.1,2.16,3.63,3.44,2025-26
2025-10-25,Lens,Marseille,2,1,H,1,1,D,8,17,5,3,12,9,4,8,3,2,0,0,2.7,3.6,2.45,2.8,3.6,2.37,2.82,3.61,2.49,2.5,3.6,2.7,2.6,3.49,2.81,2025-26
2025-10-26,Lille,Metz,6,1,H,2,0,H,23,10,12,4,18,12,7,8,3,2,0,0,1.3,5.5,9.5,1.32,5.5,9.25,1.33,5.55,9.34,1.22,6.5,11.0,1.23,6.74,12.77,2025-26
2025-10-26,Angers,Lorient,2,0,H,1,0,H,7,23,4,4,14,6,1,6,1,0,0,0,2.55,3.2,2.88,2.55,3.2,2.8,2.63,3.19,2.94,2.75,3.0,2.8,2.76,3.04,2.98,2025-26
2025-10-26,Auxerre,Le Havre,0,1,A,0,0,D,14,9,3,4,21,12,13,5,2,2,0,0,2.1,3.4,3.5,2.15,3.4,3.3,2.16,3.45,3.56,2.1,3.25,3.6,2.15,3.39,3.74,2025-26
2025-10-26,Rennes,Nice,1,2,A,0,2,A,19,8,7,3,13,22,7,3,5,2,0,0,2.2,3.5,3.2,2.2,3.6,3.0,2.2,3.64,3.28,2.0,3.7,3.6,2.11,3.61,3.6,2025-26
2025-10-26,Lyon,Strasbourg,2,1,H,1,1,D,8,7,3,2,15,19,4,2,0,4,0,1,2.1,3.75,3.3,2.05,3.6,3.3,2.11,3.75,3.41,1.91,3.7,3.8,1.95,3.78,3.95,2025-26
2025-10-29,Le Havre,Brest,1,0,H,0,0,D,13,8,3,2,12,11,5,1,1,3,0,0,2.55,3.2,2.9,2.5,3.3,2.8,2.56,3.38,2.89,2.9,3.0,2.63,2.98,3.13,2.69,2025-26
2025-10-29,Lorient,Paris SG,1,1,D,0,0,D,5,15,2,8,5,13,0,8,0,2,0,0,9.5,6.5,1.25,10.5,6.25,1.26,10.79,6.39,1.26,10.0,6.5,1.25,9.63,6.45,1.28,2025-26
2025-10-29,Metz,Lens,2,0,H,0,0,D,16,10,7,2,15,15,2,5,3,2,1,0,6.25,4.5,1.5,6.0,4.5,1.5,6.36,4.56,1.51,5.5,4.75,1.48,6.46,4.75,1.49,2025-26
2025-10-29,Nice,Lille,2,0,H,1,0,H,8,21,4,4,11,10,2,13,3,3,0,0,3.0,3.5,2.3,2.95,3.5,2.3,3.07,3.52,2.36,3.9,3.9,1.85,4.02,4.06,1.87,2025-26
2025-10-29,Marseille,Angers,2,2,D,0,1,A,11,12,6,6,11,7,1,5,2,1,0,0,1.22,6.5,12.0,1.23,6.5,12.5,1.22,6.86,12.64,1.25,6.5,10.0,1.23,6.77,12.63,2025-26
2025-10-29,Nantes,Monaco,3,5,A,2,2,D,18,19,5,9,13,17,1,3,3,5,0,0,4.75,4.0,1.7,4.6,4.1,1.66,4.97,4.0,1.71,4.5,4.0,1.7,4.89,4.1,1.72,2025-26
2025-10-29,Paris FC,Lyon,3,3,D,0,1,A,11,7,3,4,18,16,4,2,6,2,1,1,2.7,3.5,2.5,2.6,3.6,2.5,2.7,3.61,2.59,2.75,3.5,2.5,2.77,3.51,2.62,2025-26
2025-10-29,Strasbourg,Auxerre,3,0,H,0,0,D,18,6,9,1,11,16,4,3,1,1,0,0,1.75,3.8,4.5,1.73,3.9,4.5,1.76,4.03,4.56,1.67,4.0,4.75,1.66,4.11,5.44,2025-26
2025-10-29,Toulouse,Rennes,2,2,D,0,0,D,15,11,4,5,9,12,5,8,2,3,0,0,2.15,3.5,3.3,2.1,3.5,3.4,2.21,3.53,3.36,1.95,3.6,3.8,2.01,3.64,3.92,2025-26
2025-11-01,Paris SG,Nice,1,0,H,0,0,D,28,5,8,2,12,5,11,1,3,1,0,0,1.25,6.0,10.0,1.26,6.5,10.0,1.26,6.72,10.13,1.17,8.0,15.0,1.19,7.96,14.78,2025-26
2025-11-01,Monaco,Paris FC,0,1,A,0,0,D,10,9,1,1,10,12,3,2,3,2,0,0,1.67,4.33,4.33,1.68,4.2,4.4,1.68,4.49,4.56,1.7,4.2,4.33,1.67,4.26,5.01,2025-26
2025-11-01,Auxerre,Marseille,0,1,A,0,1,A,9,6,4,2,12,14,3,3,3,4,1,1,4.75,4.0,1.67,4.6,4.1,1.68,4.95,4.15,1.68,5.25,3.8,1.67,5.07,3.98,1.71,2025-26
2025-11-02,Rennes,Strasbourg,4,1,H,2,0,H,13,20,6,2,15,9,6,5,1,1,0,0,2.25,3.6,3.0,2.35,3.6,2.8,2.35,3.68,2.98,2.7,3.5,2.5,2.83,3.46,2.6,2025-26
2025-11-02,Lens,Lorient,3,0,H,1,0,H,9,12,6,3,8,10,7,6,2,2,0,0,1.48,4.33,6.5,1.47,4.6,6.25,1.48,4.55,7.01,1.57,4.1,5.75,1.59,4.33,5.76,2025-26
2025-11-02,Lille,Angers,1,0,H,1,0,H,15,6,4,1,10,10,9,2,1,0,0,0,1.27,6.0,10.0,1.28,5.75,10.0,1.28,5.98,11.29,1.36,5.25,8.0,1.36,5.39,8.61,2025-26
2025-11-02,Nantes,Metz,0,2,A,0,0,D,16,14,4,7,8,8,8,5,1,3,0,0,1.91,3.6,4.0,1.95,3.4,3.9,1.92,3.73,4.07,2.1,3.6,3.3,2.14,3.61,3.52,2025-26
2025-11-02,Toulouse,Le Havre,0,0,D,0,0,D,18,9,2,3,12,14,10,2,1,2,0,0,1.75,3.7,4.75,1.75,3.7,4.6,1.78,3.74,4.82,1.7,3.6,5.25,1.78,3.7,5.03,2025-26
2025-11-02,Brest,Lyon,0,0,D,0,0,D,13,4,3,2,19,6,12,2,1,0,0,1,3.1,3.5,2.25,3.1,3.5,2.25,3.16,3.54,2.3,3.3,3.4,2.2,3.56,3.34,2.23,2025-26
2025-11-07,Paris FC,Rennes,0,1,A,0,0,D,19,10,4,3,9,13,8,9,4,2,0,0,2.2,3.5,3.2,2.2,3.5,3.1,2.27,3.61,3.22,2.25,3.6,3.0,2.35,3.6,3.09,2025-26
2025-11-08,Marseille,Brest,3,0,H,2,0,H,19,4,7,2,12,10,6,2,0,1,0,0,1.44,4.75,6.5,1.44,4.8,6.5,1.47,4.67,6.94,1.5,4.5,5.75,1.49,4.81,6.49,2025-26
2025-11-08,Le Havre,Nantes,1,1,D,0,1,A,17,5,4,2,15,13,8,3,3,3,0,0,1.9,3.3,4.5,1.9,3.4,4.2,1.91,3.43,4.56,1.9,3.3,4.33,1.9,3.4,4.77,2025-26
2025-11-08,Monaco,Lens,1,4,A,1,3,A,16,20,6,12,15,19,5,4,1,2,1,0,2.05,3.9,3.2,2.0,3.9,3.3,2.1,3.85,3.35,2.0,3.9,3.4,2.02,3.84,3.65,2025-26
2025-11-09,Lorient,Toulouse,1,1,D,1,0,H,10,6,2,2,6,18,6,4,0,4,0,0,3.0,3.3,2.4,3.0,3.3,2.3,2.99,3.32,2.51,3.1,3.3,2.35,3.26,3.22,2.44,2025-26
2025-11-09,Angers,Auxerre,2,0,H,0,0,D,9,12,5,5,19,14,3,3,2,2,0,0,2.55,3.1,2.9,2.5,3.2,2.9,2.62,3.18,2.97,2.55,3.0,3.0,2.62,3.11,3.1,2025-26
2025-11-09,Metz,Nice,2,1,H,0,1,A,9,11,2,4,12,19,6,3,2,4,0,0,3.3,3.6,2.1,3.3,3.7,2.05,3.35,3.73,2.14,3.0,3.6,2.25,3.06,3.67,2.33,2025-26
2025-11-09,Strasbourg,Lille,2,0,H,1,0,H,5,7,2,4,9,20,1,4,4,3,0,1,2.63,3.5,2.55,2.7,3.5,2.45,2.68,3.71,2.56,2.6,3.75,2.5,2.78,3.67,2.53,2025-26
2025-11-09,Lyon,Paris SG,2,3,A,1,2,A,9,9,2,4,10,8,5,5,5,2,1,0,4.2,3.9,1.8,3.9,4.0,1.82,4.22,4.0,1.82,5.75,4.1,1.57,5.94,4.14,1.6,2025-26
2025-11-21,Nice,Marseille,1,5,A,0,2,A,15,13,7,11,9,10,8,6,2,2,0,0,3.8,3.75,1.91,3.75,3.6,1.93,3.92,3.7,1.96,3.7,3.7,1.95,3.78,3.71,2.02,2025-26
2025-11-22,Lens,Strasbourg,1,0,H,0,0,D,13,7,5,1,13,13,3,1,2,3,1,1,2.05,3.75,3.4,1.98,3.75,3.5,2.1,3.71,3.48,2.15,3.7,3.2,2.19,3.67,3.35,2025-26
2025-11-22,Rennes,Monaco,4,1,H,1,0,H,17,13,9,3,3,13,4,6,0,1,0,1,2.63,3.7,2.45,2.65,3.75,2.4,2.71,3.8,2.49,2.35,3.7,2.8,2.47,3.7,2.84,2025-26
